Smiles,docking score
CNCCCC(c1ccccc1)c1ccccc1,-4.505
COc1cccc2sc([C@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)cc12,-4.505
Cc1ccc(F)cc1-c1ccc2cc(C(=O)NC3CCC3)ncc2c1,-4.505
CC1CN(c2cc(-c3cnc(N)c(OC(F)F)c3)nc(N3CCC3)n2)CCO1,-4.505
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cc(-c2ccc(Cl)cc2)n[nH]1,-4.505
C[C@H](C(=O)NCc1cc(C(C)(C)C)nn1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,-4.505
C[C@@H]1CCCN1CCc1ccc2nc(C(C)(C)C)ccc2c1,-4.505
Clc1ccc(N2CCN(Cc3cn4ccccc4n3)CC2)cc1,-4.505
COC(=O)Nc1ccc(S(=O)(=O)C(C)C)c([C@H]2CCCN2C(=O)[C@H](Nc2ccc3c(N)nccc3c2)c2cccc(OC(F)F)c2)c1,-4.505
COc1ccccc1N1CCN(CCCCNC(=O)c2cccc(F)n2)CC1,-4.505
CCCn1c(=O)c2nc(-c3cnn(Cc4noc(-c5ccccc5C(F)(F)F)n4)c3)[nH]c2n(CCC)c1=O,-4.505
CC(C)[C@H](NC(=O)CCN(C)C)c1cccc(F)c1N1CCN(C(=O)[C@@H]2CN(C(C)C)C[C@H]2c2ccc(C(F)(F)F)cc2F)CC1,-4.505
CN1Cc2cc(OCCCN3CCC(F)CC3)ccc2C(c2ccccc2Cl)C1,-4.505
CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(C(C)C)C2,-4.504
COc1ccccc1OCCNC[C@@H]1CO[C@@H](c2ccccc2)CO1,-4.504
O=[N+]([O-])c1cccnc1N1CCC(=CC#Cc2cccc(Cl)c2)CC1,-4.504
COC(=O)c1ccc(OCc2c(-c3cccc(F)c3)noc2C)nc1,-4.504
N=c1c(C(N)=O)cc(Cl)cn1Cc1cccnc1,-4.504
C[C@H]1CN(CCc2ccccc2)[C@H](CCCc2ccccc2)C[C@@]1(C)c1cccc(O)c1,-4.504
FC(F)(F)OCCN(Cc1ccccc1C(F)(F)F)C1CCNCC1,-4.504
c1cc2[nH]nc(-c3cnn(C4CCOC4)c3)c2c(OC2CCOCC2)n1,-4.504
Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)NC2CCCN(CC(=O)NC3CC3)C2)cn1,-4.504
Nc1ncc(-c2cc(C3CCC(N4CCOCC4)C3)nc(N3CCC(F)(F)C3)n2)cc1OC(F)F,-4.504
Cc1c(C(=O)N2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1Cc1ccccc1,-4.504
Nc1ncnc2c1ncn2CC(=O)NCCc1ccc(S(N)(=O)=O)cc1,-4.504
CCCc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,-4.504
CCN(CC)CCCCCOc1ccc2occc(=O)c2c1,-4.504
COc1ccc(C2(c3ccc(OC)cc3)CN(C3CCN(Cc4ccccc4)CC3)C(=O)N2)cc1,-4.503
O=C(Nc1cccc2ccc(O)cc12)NC1CCc2cc(F)ccc2C1Cc1ccc(C(F)(F)F)cc1,-4.503
N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3cc4ccccc4cc3C(=O)N2)CC1,-4.503
COC(=O)[C@@H]1C[C@H](OC(=O)CSC#N)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H](c3ccoc3)C[C@]21C,-4.503
CON1C[C@@]2(C)O[C@@](C)(C1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,-4.503
Cc1[nH]c2ccc(Cl)cc2c1C1CCN(C2Cc3cccc4cccc2c34)CC1,-4.503
NCc1ccc(F)cc1,-4.503
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2cccc(F)c2F)CC1,-4.503
COc1cccc(CCCN(Cc2ccc3c(c2)OCO3)c2nc(C#N)ncc2F)c1,-4.503
C[C@]1(c2cc(F)c(Cl)cc2F)COC(N)=N1,-4.503
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4ccccc4F)CC2C3)c1,-4.503
COC(=O)[C@H]1[C@@H](c2ccc(C)cc2)C[C@@H]2CC[C@H]1N2C,-4.503
C=CCN1CCC23CCCC[C@H]2[C@H]1Cc1cc(O)ccc13,-4.503
CCCn1c(C)c(C(=O)c2cccc3ccc(C)cc23)c2ccccc21,-4.503
CC(C)C[C@H]1CN2C(=CC3=NC[C@H](C(C)C)N3C[C@@H]2Cc2ccc(O)cc2)N1CCc1ccccc1,-4.503
COc1cc2c3c(c1OCC1CC1)-c1cc(N)ccc1CC3N(C)CC2,-4.502
NC1(C(=O)N[C@H](Cc2ccc(Cl)cc2)C(=O)N2CCN(C3(CNC(=O)Cc4ccccc4)CCCCC3)CC2)CCc2ccccc21,-4.502
Nc1ncnc2c1ncn2CC(=O)Nc1cccc(S(N)(=O)=O)c1,-4.502
CN(C)c1cccc2cc3c(nc12)C[C@]12CCN(C)[C@H](Cc4ccc(O)cc41)[C@]2(O)C3,-4.502
N#Cc1cncc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)c1,-4.502
NC1=N[C@@H](CCc2ccc(F)c(OC(F)(F)F)c2)CO1,-4.502
CC(N)Cc1c[nH]c2ccccc12,-4.502
c1ccc(Cc2cccc(OC3CCNCC3)c2)cc1,-4.502
OC1(c2ccc(Br)cc2)CCN(Cc2cc3ccccc3o2)CC1,-4.502
COC(=O)[C@H](c1cccc(I)c1)[C@H]1CCCCN1Cc1ccccc1N=[N+]=[N-],-4.502
Fc1ccc(OCCCN2CCc3ccccc3C2)cc1,-4.502
Cc1cc(OCC/C=N/N=C(N)N)cc(OS(=O)(=O)c2ccccc2OC(F)(F)F)c1,-4.502
Cc1[nH]c2ccccc2c1C1CCN(CCCCn2c(=O)c(-c3ccc(Cl)cc3)c3n(c2=O)CCCC3)CC1,-4.502
Cc1ccc2c(N3C[C@H]4C[C@@H]3CN4CCc3ccc4c(c3)NC(=O)CO4)cccc2n1,-4.502
Cc1cc([C@@H](N)C(F)(F)F)ncc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,-4.502
CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(CCO)C[C@@H]2CN3c2ccccc2)CC1,-4.501
COc1ccc(C2CN(C)Cc3cc(OCCCN4CCCCC4)ncc32)cc1,-4.501
Cc1cc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)ccn1,-4.501
Fc1ccccc1-c1nc(COc2ccc3c(c2)C(N2CCN(C4CCCC4)CC2)CC3)no1,-4.501
O=C(CCCCCN1CCN(c2ccccc2O)CC1)NC1CCCc2ccccc21,-4.501
O=C(/C=C/c1ccc(O)cc1)OCCc1ccc(O)cc1,-4.501
COc1ccc(NC(=O)N2CCN(c3ccccc3F)CC2)cc1N1CCN(C)CC1,-4.501
COc1ccccc1N1CCN(CCCCNC(=O)[C@H]2CCCN2C(=O)C23CC4CC(CC(C4)C2)C3)CC1,-4.501
CCCC(CCC)C(=O)N[C@@H](CC(=O)OC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nc2ccccc2s1,-4.501
CCNc1nc(Nc2cc(OC)c(C(=O)N3CCOCC3)cc2Cl)ncc1C(F)(F)F,-4.501
CN1CC[C@]23c4c5ccc(NCc6ccccc6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,-4.5
NC1=N[C@@H](CCc2ccc(Nc3ccccc3)cc2)CO1,-4.5
CN(C)CC(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(C2(CNC(=O)Cc3ccccc3)CCCCC2)CC1,-4.5
CN(C)CCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1,-4.5
CN1CC(=O)N[C@H](Cc2ccccc2)C(=O)NCCCc2ccccc2OCCN[C@@H](Cc2ccccc2)C1=O,-4.5
COc1ccc(-c2ccccc2)cc1OCCNC[C@H]1COc2ccccc2O1,-4.5
Cc1ccc2[nH]c(C(=O)N3CCN(C)CC3)cc2c1,-4.5
CCc1cccc(N2CCN(C/C=C/CNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,-4.5
CC(C)(C)OC(=O)N[C@@H](Cc1cccc(Br)c1)C(=O)NCC#N,-4.5
COc1ccc2cc([C@@]3(O)CCN(C)[C@@H]3C)ccc2c1,-4.499
COc1ccc2cc(C3(O)CCN(C)C3C)ccc2c1,-4.499
CC1CCCN1c1nc(-c2cnc(N)nc2)cc(C2CCOCC2)n1,-4.499
CC(C(=O)NCC=C1c2ccccc2C=Cc2ccccc21)c1ccc(NS(C)(=O)=O)c(F)c1,-4.499
CC(=O)N1C[C@H](C(=O)N2CCN(C3(CNCc4ccccc4)CCCCC3)CC2)[C@@H](c2ccc(Cl)cc2)C1,-4.499
CC1CC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@@H](O5)C1=O,-4.499
C[C@H]1CN(CCc2ccccc2)[C@H](CCc2ccccc2)C[C@@]1(C)c1cccc(O)c1,-4.499
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2cccc(-c3cc(C)cc(C)c3)c2)NC(=O)O[C@H]2CCOC2)cc1,-4.499
COc1ccc(N2CC=C(c3ccc(Br)cc3)C2=O)cc1OCCN1CCCCC1,-4.499
Cn1ncc2c(NC(=O)NCc3cc(C(C)(C)C)nn3-c3ccc(C(F)(F)F)cc3)cccc21,-4.499
CNc1nc(Nc2cc(OC)c(-c3nnc(C)o3)cc2Cl)ncc1Cl,-4.499
CC(=O)NCSC(C)(C)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N,-4.499
O=C(NCCCCN1CCN(c2cccc3c2OCCO3)CC1)c1ccc(F)cc1,-4.499
COc1ccc(Br)c(CC2CCN(CCc3ccc(OC)c(OC)c3)CC2)c1,-4.499
Cc1ccc(N2C(=O)c3cccc(N)c3C2=O)cc1,-4.499
CN(C)CC(c1cccc(C(F)(F)F)c1)C1(O)CCCCC1,-4.499
Cc1cccc(Sc2ccc3c(c2)N2CCNCC2C3)c1,-4.499
COc1ccc(S(=O)(=O)c2cc(OC)ccc2S(=O)(=O)c2ccc([C@H](C)NS(C)(=O)=O)cc2)cc1,-4.499
O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(CCc2ccccc2)CC1,-4.499
CN1Cc2cc(OCCCN3CCC(F)CC3)ccc2C(c2cccc(Cl)c2)C1,-4.499
O=C(Nc1ccc(C(F)(F)F)nc1)Nc1ccc([C@H]2CNCCO2)cc1F,-4.499
COC(=O)[C@@H]1CN(C)CC[C@@H]1c1ccc(-c2ccsc2)cc1,-4.499
NS(=O)(=O)NCc1ccccc1,-4.498
CCCCn1cc(CCCOc2ccc(C(=O)NCCCCN3CCN(c4ccccc4OC)CC3)cc2OC)nn1,-4.498
Cn1c2c(c3ccc(-n4ccc(OCc5ccc(F)cc5F)cc4=O)cc31)CNCCC2,-4.498
CN1CCC(c2ccccc2F)=C(C(=O)OCCc2ccc3c(c2)CCO3)C1,-4.498
CN1CCCC(COc2ccc(CCNC(=O)c3cccn3C)cc2Br)C1,-4.498
CC(C)CC(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(C2(CNC(=O)Cc3ccccc3)CCCCC2)CC1,-4.498
CN(CCNC(=O)c1cccc(Cl)c1Cl)Cc1ccccc1,-4.498
Cc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(C)n4)CC3)CC2)c1,-4.498
O=S(=O)(NCCCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2ncccc2c1,-4.498
CN(C)C[C@H]1CC2c3ccccc3Oc3ccc(F)cc3[C@H]2O1,-4.498
COc1cccc(COc2ccc(CCCNC(C)=O)cc2OC)c1,-4.498
COc1cc2c(cc1OC)CN(CCCNC(=O)C1CCCc3c(OC)cccc31)CC2,-4.498
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1cc(-c2ccc(Cl)cc2)n[nH]1,-4.498
CC(C)n1nc(-c2cnc(N)c(C(F)(F)F)c2)cc1C1(O)CCCC1,-4.498
CCOc1ccc2c(c1OC)CN1CCc3cc(OC)c(O)cc3C1C2,-4.498
CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CC2)C1,-4.497
CNCC[C@H](Oc1cccc2c(O)cccc12)c1cccs1,-4.497
Fc1cccc2c1nc(OCC1CCN(CCC(F)(F)F)CC1)c1cccnc12,-4.497
CS(=O)(=O)c1cncc(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,-4.497
O=C(NCCc1c(Sc2ccc(F)cc2)sc2ccc(F)cc12)C1CCC1,-4.497
COc1ccc(COC(=O)N(c2ccccc2)C2CN3CCC2CC3)cc1,-4.497
O=Cc1cnn2ccc(NC(=O)CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc12,-4.497
Clc1ccc2[nH]c(C3=CCN(Cc4ccccc4)CC3)nc2c1,-4.497
COc1ccc(CNC(=O)[C@H]2N(C(=O)[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)CSC2(C)C)c(C)c1,-4.497
COc1c(C(=O)N2CC3CN(c4nc(C)cc(C)n4)CC3C2)ccc2ccccc12,-4.497
Fc1cccc(-c2cn([C@H]3CN4CCC3CC4)nn2)c1,-4.497
COc1ccccc1CN1CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)CC1,-4.497
CN(C)C(=O)[C@@H](NC(=O)CNC(=O)C(=O)C(CC1CCC1)NC(=O)[C@@H]1C2CCC(C2)N1C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C)c1ccccc1,-4.497
C[C@@H](CN1CC(C)(C)c2cc(F)ccc21)NC(=O)O[C@@H](CC1CCCCC1)C(=O)N1CCOCC1,-4.496
Cc1cn([C@H]2C[C@H](n3cc(CCCOc4ccc5ccc(=O)oc5c4)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,-4.496
CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,-4.496
O=C(NC1CCC1)C1=C(c2ccc(Cl)c(Cl)c2)CCC1,-4.496
COc1ccc2c3c1O[C@H]1c4c(c5cccc6c5n4CCCC6)C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,-4.496
CC(C)n1nc(-c2cnc(N)c(C(F)(F)F)c2)cc1[C@H]1[C@@H]2CN(C3COC3)C[C@@H]21,-4.496
O[C@@H]1C[C@@H](C(c2ccc(F)cc2)c2ccc(F)cc2)OC[C@H]1NCc1ccc2c(c1)CCO2,-4.496
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(C(F)(F)F)c5)CC4)cc3)[nH]c2c1=O,-4.496
CCN1C(=O)N(Cc2ccccc2F)C2(CCN(Cc3ccc(-n4ccnc4)cc3)CC2)C1=O,-4.496
O=c1c(-c2ccccc2Cl)c2ccccn2c(=O)n1CCCCN1CCC(c2c[nH]c3ccc(F)cc23)CC1,-4.496
CC(C)N1CCc2nc(C#Cc3ccccn3)ccc2C1=O,-4.496
Fc1ccc(-c2cn([C@H]3CN4CCC3CC4)nn2)cc1,-4.496
CC[C@@H](C)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(C)=O)C(c1ccccc1)c1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](CS)C(=O)O,-4.496
Nc1ncc(-c2cc([C@H]3C[C@H](N4CCOCC4)C3)nc(N3CCC(F)(F)C3)n2)cc1OC(F)F,-4.496
CCNc1nc(Nc2cc3c(cc2OC)C(=O)N(CC(C)(C)O)C3)ncc1C(F)(F)F,-4.495
C[C@@H]1SC(c2ccccc2)=N[C@H]1Cc1c[nH]cn1,-4.495
CCC(C)Oc1c(O)cc(Br)c2c1CN1CCc3cc(OC)c(O)cc3[C@@H]1C2,-4.495
O=C(O)CCNc1ccccc1C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,-4.495
O=C(CN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1,-4.495
Oc1ccc2c3c1O[C@H]1[C@]4(CC[C@@]5(O)[C@@H](C2)N(CC2CC2)CC[C@]315)O[C@H]1CO[C@H]2CO[C@@H]4N21,-4.495
COC(=O)Nc1ccc2c(c1)NC(=O)C(C)C/C=C/C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,-4.495
C[C@H](N)Cn1ncc2ccc(Cl)c(Cl)c21,-4.495
CC(C)n1cc(-c2n[nH]c3ccnc(OC4CCOC4)c23)cn1,-4.495
CC(C)N1C[C@H](C(=O)N2CCN(C3(CNCc4cccs4)CCCCC3)CC2)[C@@H](c2ccc(Cl)cc2)C1,-4.495
CC(=O)N1CC(=O)C(NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)C1,-4.495
CC(=O)N1CCC2(CCCN(c3ccc(C(=O)Nc4cc(-c5cccs5)ccc4N)cn3)C2)C1,-4.495
CCc1cc(OCCc2ccc(CN)cc2)cc(OS(=O)(=O)c2cc(C)ccc2OC)c1,-4.495
CCc1c(CC(=O)O)c(C2CC2)nn1Cc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)cc1,-4.495
Cn1c(=O)c2c(nc3n2CCN(c2ccc(F)cc2)C3)n(C)c1=O,-4.495
CNc1nc(Nc2cc(OC)c(CC(=O)N3CCOCC3)cc2OC)ncc1Cl,-4.495
C[C@H]1CN(CC[C@H]2CC[C@H](N3C(=O)CC4(CCCC4)CC3=O)CC2)CCc2ccc(Cl)cc21,-4.495
CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1,-4.495
NC1=N[C@@H](COc2ccc(F)cc2F)CO1,-4.495
CC[C@@H](C[C@H]1COC(N)=N1)Oc1cccc(OCc2ccccc2)c1,-4.495
COc1ccc(Nc2ncccc2-c2nc(C)nc(N)n2)cc1OC,-4.495
CNCC[C@@H](c1ccc(Cl)c(Cl)c1)c1cccc2[nH]ccc12,-4.494
CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3cccc(Cl)c3F)CC2)CC1,-4.494
NS(=O)(=O)c1ccc2c(c1)CCC2NC(=O)c1c(F)c(F)c(F)c(F)c1F,-4.494
CC(=O)NCCc1cccc2ccc(OCCCCOc3ccc4cccc(CCNC(=O)c5ccco5)c4c3)cc12,-4.494
C[N+]1(C)CCC(C2CC[N+](C)(CCCC(O)(c3ccccc3)c3ccccc3)CC2)CC1,-4.494
FC(F)(F)c1cc(Oc2nccc3ccsc23)ccc1-c1cccc2nccn12,-4.494
NS(=O)(=O)c1ccc(-n2cc(C(=O)c3ccccc3)nn2)cc1,-4.494
CCCCC(=O)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,-4.494
CN(CCCn1c(=O)sc2ccccc21)Cc1ccccc1,-4.494
Cn1c(CN2CCC(CNC(=O)Nc3ccccc3F)(c3ccc(-c4cccnc4)cc3)CC2)nc2ccccc21,-4.494
O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(N[C@H]3C[C@H]4CC[C@@H]3C4)ncnc21,-4.494
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,-4.493
COc1cccc(C(=O)CCCCN2CCN(c3ccccc3OC)CC2)c1,-4.493
Cc1onc(-c2ccccc2)c1COc1cc(C(F)(F)F)c(C(=O)NC(C)C)cn1,-4.493
N#Cc1cccc(CN2CCC(N3CC(c4ccccc4)(c4ccccc4)NC3=O)CC2)c1,-4.493
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)no1,-4.493
Cc1cccc2c(N3CCN(C)CC3)nc(N)nc12,-4.493
COc1ccccc1N1CCN(CCCNC(=O)NN(Cc2ccc(-c3ccccc3)cc2)c2ccc(F)cc2)CC1,-4.493
Nc1ccnc(N2CCC(NC(=O)c3ccccn3)(c3ccccc3)CC2)c1,-4.493
C[C@@H]1CCCN1CCc1ccc2nc(-c3cnc(-c4ccccc4)s3)ccc2c1,-4.493
CC1CCN(CCCOc2ccc(=O)n(-c3ccc(Cl)c(Cl)c3)n2)CC1,-4.493
CCN1CCC(Oc2ccc(C#N)cc2)CC1,-4.493
Cc1cc(OCCCc2c3n(c4c(-c5c(C)nn(C)c5C)c(Cl)ccc24)[C@@H](C)CN(Cc2ccc(C(=O)O)o2)C3=O)cc(C)c1Cl,-4.493
COC(=O)c1ccc(OCc2c(-c3ccc(F)cc3)noc2C)nc1,-4.493
Cc1nn(C)c(Cl)c1CNC[C@H]1CC[C@H]2CN(c3nc(N)n4nc(-c5ccco5)nc4n3)CCN2C1,-4.492
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,-4.492
O/N=C(/CCCN1CCCN(c2ccc(Cl)cn2)CC1)c1ccc(F)cc1,-4.492
CCCCCc1nc(C(C)(C)C)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,-4.492
O=C1NC2(CCc3ccccc32)C(=O)N1CCCN1CCN(c2cccc(Cl)c2)CC1,-4.492
O=C(NCCCCN1CCN(c2ccc(Cl)cc2Cl)CC1)c1cc2ccccc2cn1,-4.492
O=[N+]([O-])c1ccc2nc(N3CCNCC3)c(Br)cc2c1,-4.492
O=C(c1ccc2ccccc2c1)N1CCC(NCCCc2ccccc2)CC1,-4.492
CN1CCC(c2cc(-c3cnc4[nH]cc(C(F)(F)F)c4c3)nn2C2CC(F)(F)C2)CC1=O,-4.492
CCCN1CC[C@]23c4c5ccc(O)c4O[C@@H]2c2[nH]c4ccccc4c2C[C@@]3(O)[C@H]1C5,-4.491
CCC(=O)N(Cc1cccc(OC)c1)c1cc(F)cc(-c2nnn[nH]2)c1,-4.491
Cn1c2c(c3ccc(N4CCN(CCc5ccc(Cl)cc5)CC4=O)cc31)CNCCC2,-4.491
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CC[C@H]3OCO[C@@H]23)cc1,-4.491
CC(C)N(Cc1cnc[nH]1)c1ccc(OC(F)(F)F)c(Cl)c1,-4.491
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,-4.491
Cc1cc(C(C)(C)O)ncc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,-4.491
COc1cccc(N2CCN(CCCCOc3ccc4c(C)cc(=O)oc4c3)CC2)c1,-4.491
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2ncc(C(F)(F)F)cn2)n1,-4.491
CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2C[C@@H]2CCCN2C)cc1,-4.491
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,-4.491
Cc1cc(C)nc(N2C[C@@H]3CCN(C(=O)c4cc(F)ccc4-c4cc[nH]n4)C[C@@H]32)n1,-4.49
CO[C@]12CC[C@@]3(C[C@]1(C)[C@H](O)c1ccoc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,-4.49
CCCOc1c(OC)ccc2cc(C(=O)NCCc3ccccc3)c(=O)[nH]c12,-4.49
COC(=O)Nc1ccc2c(c1)NC(=O)C[C@@H](C)CCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,-4.49
Nc1cncc(Nc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)n1,-4.49
O=c1sc2cc(Br)ccc2n1CCCN1Cc2ccccc2C1,-4.49
COCCN1C[C@@H]2[C@H](C1)[C@H]2c1cc(-c2cnc(N)c(Cl)c2)nn1C(C)C,-4.49
O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)Cc1ccccc1-2,-4.49
CC(C)N1C[C@@H](C(=O)N2CCN(c3ccccc3Cn3cccn3)CC2)[C@H](c2ccc(Cl)cc2)C1,-4.49
COc1ccc2[nH]cc(CC(C)N)c2c1,-4.49
C[C@H](N)Cn1ncc2ccc(O)cc21,-4.49
COCC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,-4.49
COc1ncc(Nc2ncc(C=O)cc2-c2nc(C)nc(N)n2)cc1F,-4.49
OC(c1ccccc1)c1cc(C(F)(F)F)nc2ccccc12,-4.49
Cc1cn2c3c(=O)n(C)c(=O)n(C)c3nc2n1CCCN1CCN(c2ccccc2)CC1,-4.49
N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCOCC4)n3)cc2)CCCCC1,-4.489
CC(C)C[C@H](N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)C(C)Cc2ccc(Cl)cc2O)CC1,-4.489
CC(=O)NCC1Cc2ccccc2N(Cc2ccccc2)C1,-4.489
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,-4.489
CCC(C)[C@@H](CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)CCc1ccc(O)cc1,-4.489
CCCC(NC(=O)[C@@H]1C2CC([C@H]3C[C@@H]23)N1C(=O)[C@@H](NC(=O)C(C)(C)C)C1CCCCC1)C(=O)C(=O)NCC(=O)N[C@H](C(=O)N(C)C)c1ccccc1,-4.489
C1CCN(CCCOc2nc3c(s2)CCCC3)CC1,-4.489
Cc1cccc(C)c1-c1cccc(OCCN(C)C)n1,-4.489
COc1ccccc1OCCNC[C@@H]1COC[C@H](c2ccccc2)O1,-4.489
Cn1c2c(c3cc(S(=O)(=O)c4cccc5[nH]ccc45)ccc31)C1CCC(C2)N1,-4.489
COC(=O)Nc1ccc2c(c1)NC(=O)CCCC[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,-4.489
C[C@@H](O)CN1CC[C@]23Cc4nc5ccccc5cc4C[C@@]2(O)[C@H]1Cc1ccc(O)cc13,-4.489
COc1cc(Cl)ccc1O[C@@H](c1cccc(F)c1)[C@@H]1CNCCO1,-4.489
C[C@@H](NC(=O)[C@H](CC(=O)N1CCC(CCN2CCCCC2)CC1)N1C(=O)[C@@H](N2C(=O)OC[C@@H]2c2ccccc2)[C@H]1/C=C/c1ccccc1)c1ccccc1,-4.489
CN(C(=O)Cc1ccc(CNS(=O)(=O)c2ccccc2)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,-4.488
CCN1CCCc2cc(OCCCN3CCCCC3)ccc2C1,-4.488
O=C(Nc1cc2ccc(OC3CCC[C@H]3O)cc2cn1)C1CC1,-4.488
FC(F)(F)c1ccc(CNc2ccc([C@H]3CNCCO3)cc2)cc1,-4.488
COc1ccnc(Nc2cc(C3CCCN(C(=O)c4ccccc4)C3)nc(C)n2)c1,-4.488
CO[C@@]12CC[C@H](N[C@@H](CCCCN)C(=O)O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,-4.488
Cc1ccc(NC(=O)c2cnn(C)c2)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,-4.488
