Smiles,docking score
CCCCC(CC)CN,-3.52
ON1c2ccccc2/C(=N\c2ccccc2)C1(c1ccccc1)c1ccccc1,-3.52
O=C(CBr)NCc1ccccc1,-3.52
Clc1ccc(CCC2CO2)cc1,-3.519
COc1cc(OC)c2nc3occc3c(OC)c2c1,-3.519
CCNc1ccccc1,-3.519
O=[N+]([O-])c1ccc(/C=N/c2snc3ccccc23)o1,-3.519
CCCCc1ccc(/N=C\c2ccc(OC)cc2)cc1,-3.518
Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,-3.518
Oc1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,-3.517
COC(=O)c1ccc([N+](=O)[O-])c2c(=NCCCN(C)C)c3ccccc3[nH]c12,-3.517
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,-3.516
CC(=O)Nc1ccc(O)cc1,-3.516
ClC(Cl)=C(Cl)/C(Cl)=C(\Cl)SCc1ccccc1,-3.516
Cc1coc2c1CCC(C)C2,-3.515
CS(=O)c1ccc(Cl)cc1,-3.515
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,-3.514
O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,-3.514
Cc1ccccc1C#N,-3.514
O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])cccc3c2c1,-3.513
Clc1ccc2ccccc2c1,-3.512
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,-3.512
COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,-3.512
CCCOc1cc2c(c3ccc4ccccc4c13)CCC2=O,-3.512
C=C1C(=O)OC2C1CCC(C)C1=CCC(=O)C12C,-3.512
O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,-3.512
Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-3.511
Nc1cccc2c(Cl)nsc12,-3.511
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,-3.511
Cc1cc(C)cc(N)c1,-3.51
Cc1cc(C)cc(O)c1,-3.51
O=C1CCCCCCCCCCCCCCO1,-3.51
OCc1ccc2c3c(cccc13)-c1ccccc1-2,-3.51
Cc1[nH]c2c(c3nc4ccccc4c1-3)C(=O)C(N1CCN(C)CC1)=CC2=O,-3.509
Cc1ccc(C(=O)ON(OCc2ccccc2)C(=O)c2ccccc2)cc1,-3.509
Cc1c(N)cccc1N,-3.509
O=C1OCC(CBr)=C1Br,-3.508
COc1c2ccoc2nc2c(OC)c3c(cc12)OCO3,-3.507
Nc1ccc(-c2ccc(N)c(F)c2)cc1F,-3.507
C=CC[C@]1([C@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,-3.507
O=P(O)(NCCCO)N(CCCl)CCCl,-3.507
S=C(NC1CCCCC1)NC1CCCCC1,-3.506
c1ccc2c(OCC3CO3)cccc2c1,-3.505
O=C(O)c1occc(=O)c1O,-3.505
Cc1c(/C=N/OCc2ccccc2)c2cc([N+](=O)[O-])ccc2n1Cc1cccc([N+](=O)[O-])c1,-3.504
CSc1ncnc2c1ncn2CC(O)C[N-][N+]#N,-3.503
Cc1c(N=[N+]([O-])c2cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c2)cc([N+](=O)[O-])cc1[N+](=O)[O-],-3.503
CC(CC=O)c1ccc(C(C)(C)C)cc1,-3.503
COc1cc([N+](=O)[O-])ccc1N=C(C)O,-3.503
Cc1cccc(C)c1NO,-3.503
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,-3.503
N#Cc1ccccc1C#N,-3.503
CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,-3.503
CC(=O)OCc1c2ccccc2c2ccc3cccc4ccc1c2c43,-3.502
O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccccc3)c(O)ccc2c1,-3.501
Nc1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,-3.501
O=[N+]([O-])c1ccc(Nc2ccc(Cl)cc2)cc1,-3.501
O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,-3.5
COc1cc2c3c(cc(C)c2c2ccccc12)C(=O)CC3,-3.5
ClCc1c2ccccc2c2ccc3cccc4ccc1c2c43,-3.5
CC[C@@H](C)Nc1ccc(N[C@H](C)CC)cc1,-3.499
CCSC(=O)N1CCCCCC1,-3.499
CC(=O)OC1CC2C(COC(=O)CC(C)C)=COC(OC(=O)CC(C)C)C2C12CO2,-3.499
N#Cc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,-3.499
CCNS(=O)(=O)c1ccccc1C,-3.498
O=NN1CC[C@@H](O)C1,-3.498
CCCC(=O)Nc1snc2ccc(C)cc12,-3.497
CNc1ccc2nc(C)c(C)nc2c1C,-3.497
NNc1nncc2cccnc12,-3.497
COC(=O)c1ccccc1N,-3.496
O=C1CCC(=O)N1O,-3.496
C=C1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C(C)C1C)C23,-3.496
Cc1ccc(N)cc1C,-3.495
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,-3.495
Nc1ccc(/C=C/c2ccc(Cl)cc2)cc1,-3.494
CC(=O)c1ccccc1,-3.494
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,-3.493
[O-][NH+](O)c1ccc([CH-][NH+](O)CCO)o1,-3.492
CC(=O)OC1Cc2ccc3ccc4cccc5cc1c2c3c45,-3.492
NC(CSC(Cl)=CCl)C(=O)O,-3.491
CCN(CC)S(=O)(=O)c1ccc(NC(C)=O)cc1,-3.491
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,-3.491
FC(F)(F)c1cccc(Cl)c1,-3.491
c1ccc2sc(SNC3CCCCC3)nc2c1,-3.49
COc1ccc2c(c1OC)C(=O)OC2C1c2cc3c(cc2CCN1C)OCO3,-3.49
OC1C=Cc2c(cc3c4c(cc5ccccc53)-c3ccccc3-c24)C1O,-3.49
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,-3.49
COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],-3.489
O=C(c1ccc([N+](=O)[O-])cc1)C1OC1c1ccccc1,-3.489
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,-3.488
Cc1ccc(N(CCCl)CCCl)cc1,-3.488
Cn1c(N)nc2nc3cccnc3cc21,-3.487
Cc1ccc(NO)c(C)c1,-3.487
CCOC(=O)CNC(=O)C=[NH+][NH-],-3.486
Cc1ccccc1N,-3.486
CN(C(=O)CCCCl)c1snc2ccccc12,-3.486
Cc1ccc(NN=NCc2ccccc2)cc1,-3.486
ONc1ccc(Cl)cc1,-3.486
CC1=CC(=O)c2[nH]c(C)c3c4ccccc4nc-3c2C1=O,-3.485
COC1=CC(=O)c2c(nc(C)c3c4c[nH]ccc-4nc23)C1=O,-3.485
CC(=O)CC(=O)Nc1ccc(O)cc1,-3.485
Cc1cc(O)c2c(c1)C(=O)C13C4C(=O)C56C(=O)c7c(O)cc(C)cc7C(=O)C57C(C(=O)C16C2=O)C(C)C3C7C4C,-3.484
COC(=O)C12CC1(C=O)C(C=O)C=C1CC(C)(C)CC12,-3.484
CC(OP(=O)(OC(C)C(Br)CBr)OC(C)C(Br)CBr)C(Br)CBr,-3.483
COc1cc2c(c3c(C)cc4ccccc4c13)CCC2=O,-3.482
O=[N+]([O-])c1cccc2c1oc1ccccc12,-3.482
N#Cc1c(Cl)cccc1Cl,-3.482
O=C(c1ccc(-c2ccccc2)cc1)C1OC1c1ccccc1,-3.481
CC(=O)Nc1ccc(NC(C)=O)c2c1C(=O)c1ccccc1C2=O,-3.481
C1=C2c3ccccc3CCC2CCC1,-3.48
ClCCSCc1ccccc1,-3.48
CC(C)(C)c1cc(-c2ccccc2)ccc1[N+](=O)[O-],-3.48
Nc1cccc(S(=O)(=O)O)c1,-3.478
COc1ccc2c(CBr)cc(=O)oc2c1,-3.478
CC(C)(CO)C(O)C(=O)NCCCO,-3.478
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,-3.477
O=[N+]([O-])c1ccc2c(c1)-c1nc3ccccc3c3c1c-2nc1ccccc13,-3.477
C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,-3.477
Nc1cccc2ccccc12,-3.477
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,-3.477
O=[N+]([O-])c1ccccc1SSC(Cl)=C(Cl)Cl,-3.476
O=[N+]([O-])c1ccc2cc([N+](=O)[O-])c3ccc([N+](=O)[O-])cc3c2c1,-3.475
NC1(C(=O)O)CCCC1,-3.475
Cc1cccc2cc3ccccc3cc12,-3.475
CC1CC(=O)O1,-3.475
CCCCC(S)(CCC)CCCC,-3.474
CC(C)(C)C(Br)C(=O)Nc1ccccc1,-3.474
O=S(=O)(O)c1ccc(N=NNc2ccc(S(=O)(=O)O)cc2)cc1,-3.473
Nc1ncnc2c1ncn2-c1ccc([N+](=O)[O-])cc1,-3.472
Fc1cc2cccnc2c2ccccc12,-3.472
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,-3.472
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-3.472
CC(C)CCCC(C)C1CCC2C3CC=C4CC(OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CCC4(C)C3CCC12C,-3.471
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,-3.471
Cc1c(NO)cc([N+](=O)[O-])cc1[N+](=O)[O-],-3.471
Oc1ccc2c(c1)c1ccccc1c1cc3ccccc3cc21,-3.471
O=P1(N(CCCl)CCCl)OCCCN1CCCl,-3.47
C=C1CC(=O)O1,-3.469
Cc1ccc(NC(=O)c2csc([N+](=O)[O-])c2)cc1,-3.469
C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,-3.469
COc1cc2c(c3oc(O)c4c(O)ccc-4c13)C1CCOC1O2,-3.468
CC(C)(S)C(N)C(=O)O,-3.468
ClC1c2cccc3ccc4c5ccccc5cc1c4c23,-3.468
BrCc1ccc2c3c(cccc13)-c1ccccc1-2,-3.468
CN(CCC#N)c1ccc(N=Nc2ccccc2)cc1,-3.468
NNCCO,-3.466
O=[N+]([O-])c1ccc(Sc2ccccc2)cc1,-3.466
c1ccc2c(c1)-c1nc3ccccc3c3c1c-2nc1ccccc13,-3.465
Oc1ccc2c3ccccc3c3cc4ccccc4cc3c2c1,-3.465
CCc1nc2ccc(NC)c(C)c2nc1CC,-3.465
Clc1ccc(CC2CO2)cc1,-3.465
OCc1cc2c3ccccc3cc3ccc4cccc1c4c32,-3.464
CCOC(=O)c1cccc2cccnc12,-3.464
O=NN1CCNCC1,-3.464
O[NH+]([N-]c1ccccc1)c1ccccc1,-3.463
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,-3.463
CCCN(C(=N)N=NO)[N+](=O)[O-],-3.463
N#CC1=Cc2cccc3cccc1c23,-3.463
O=[N+]([O-])c1c2c(cc3ccccc13)C=CC(O)C2O,-3.463
N#Cc1ccc(CO)cc1,-3.463
CNC(=O)Oc1cccc2c1OC(C)(C)C2,-3.463
C1CCCNCC1,-3.462
c1ccc2[nH]cnc2c1,-3.462
CC(C)NC(=O)/C=C\c1ccc([N+](=O)[O-])o1,-3.461
CCC12OC1O2,-3.46
C=CC(=O)N(CC1CO1)CC1CO1,-3.46
Cn1c([N+](=O)[O-])nc2ncc(-c3ccccc3)cc21,-3.46
O=Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,-3.46
c1ccc2c(C3CO3)c3ccccc3cc2c1,-3.459
c1ccc2c([C@@H]3CO3)c3ccccc3cc2c1,-3.459
S=C(Nc1ccccc1)Nc1ccccc1,-3.459
Cc1ccc(OC(=O)N(C)N=O)c(C)c1C,-3.458
CC1CCC(C(C)C)C(O)C1,-3.458
C1=Cc2ccc3c4c(ccc1c24)-c1ccccc1-3,-3.458
Cc1ccc(N)cc1,-3.457
Clc1ccc(C(Cl)(Cl)Cl)cc1,-3.457
C1CC2(CCO1)CO2,-3.456
O=[N+]([O-])c1ccc2c3c(c4c([N+](=O)[O-])ccc5ccc1c2c54)CCCC3,-3.456
CCC(CCC(C)O)COC(=O)c1ccccc1C(=O)O,-3.455
Fc1cccc2c1ccc1cccnc12,-3.455
NC(=O)Nc1nc2ccccc2[nH]1,-3.455
N/C(=N\O)c1ccc([N+](=O)[O-])o1,-3.455
COC1=CC(=O)c2[nH]c(C)c3c4ccccc4nc-3c2C1=O,-3.454
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,-3.454
COc1ccc(N)c(C)c1,-3.453
CCN(CC)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,-3.453
CS(=O)(=O)N1C2c3ccccc3-c3ccccc3C21,-3.453
CNc1ccc([N+](=O)[O-])cc1,-3.453
CNc1ccc([NH+]([O-])O)cc1,-3.453
CCCCOP(=O)(OCCCC)Oc1ccccc1,-3.453
Nc1ccc(Br)cc1,-3.452
CN(C)CCN(Cc1ccccc1)c1ccccn1,-3.452
Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=CC2=O,-3.452
c1cc2ccc3cc4c(c5ccc(c1)c2c35)C1OC1CC4,-3.451
Fc1ccccc1-c1ccccc1,-3.451
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,-3.451
OCc1cc2ccccc2c2ccc3ccccc3c12,-3.45
O=C(O)c1cc(Cl)cc(Cl)c1,-3.45
COC(=O)C12OC1(C)C(C(C)C)OC2=O,-3.449
COC(=O)[C@]12O[C@@]1(C)[C@H](C(C)C)OC2=O,-3.449
C/C=C/c1cc(OC)c(OC)cc1OC,-3.449
COC(=O)c1ccc(C)cc1,-3.449
COc1cc2c(c3ccc4ccccc4c13)CCC2=O,-3.449
OC/C=C/c1ccccc1,-3.448
Nc1ccc(Cl)cc1,-3.448
CC[C@@H](CO)[N+](=O)[O-],-3.448
CCOP(=O)(OCC)Oc1cc(-c2ccccc2)on1,-3.448
COC1=CC(=O)c2c3nc4c(c-3c[nH]c2C1=O)CCCC4,-3.447
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,-3.447
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.447
CC(c1ccccc1)N(C)C,-3.447
O=C1C=Cc2ccc3c(ccc4ccccc43)c2C1=O,-3.447
CNP1(NC)=NP(NC)(NC)=NP(NC)(NC)=N1,-3.447
O=[N+]([O-])c1cc(C(O)=Nc2cccc(Br)c2)cs1,-3.447
Cc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,-3.447
O=c1c(Cl)c(Cl)cnn1S(=O)(=O)c1ccc(Cl)cc1,-3.447
CC(=O)ON(OCc1ccc([N+](=O)[O-])cc1)C(=O)c1ccccc1,-3.446
c1ccc2c3c(ccc2c1)Cc1c(ccc2ccccc12)C3,-3.446
O=C1c2ccccc2-c2c3c(cc4ccnc1c24)OCO3,-3.446
Nc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,-3.446
CC[C@@H](C)NC(=O)/C=C/c1ccc([N+](=O)[O-])o1,-3.446
CC(=O)NC(C(=O)N(CC(=O)O)N=O)C(C)C,-3.445
O=C(Cl)c1ccc(Cl)cc1,-3.445
CC(C)[C@@H]1CC[C@@H](C)CC1=O,-3.445
O=[N+]([O-])c1cc(C(O)=Nc2ccccc2Cl)cs1,-3.444
CC(C)C(=O)Nc1snc2cc(Cl)ccc12,-3.444
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,-3.443
c1ccc2c(c1)-c1ccc3c4c1c-2cc1cccc(c14)C1OC31,-3.442
O=[N+]([O-])c1cccc(CO)c1,-3.442
Nc1cccc2cc3c(nc12)CCCC3,-3.442
Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])cc1,-3.442
C[C@@H](O)CNC[C@@H](C)O,-3.442
O=[N+]([O-])c1cnc(CO)n1CCO,-3.441
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.441
CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC,-3.441
BrCC(Br)c1ccccc1,-3.441
NC(=O)C[C@H]1CO1,-3.44
O=C(Nc1ccc(F)cc1)c1csc([N+](=O)[O-])c1,-3.44
CCc1ccc2c3c(cccc13)-c1ccccc1-2,-3.44
CC(=O)Nc1nc(NC(C)=O)nc(-c2ccc([NH+]([O-])O)o2)n1,-3.439
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,-3.439
CC1CCC(C(C)C)C(=O)C1,-3.438
Cc1ccc2ccc3cc4ccccc4c4ccc1c2c34,-3.438
CC(=O)Nc1ccc(/C=N/n2nnc3ccnc-3c2O)cc1,-3.438
COc1ccc2c(c1)C(=O)c1nccc3cc(OC)c(OC)c-2c13,-3.438
Nn1c2ccccc2c2cnccc21,-3.437
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,-3.437
Nc1cccc(N)c1C(=O)O,-3.437
Brc1cccc(-c2ccccc2)c1,-3.437
Cc1ccc2nc3c(ccc4ccccc43)c(C)c2c1,-3.437
OCCN1CCNCC1,-3.437
Oc1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,-3.436
CC(O)=Nc1ccc([N+](=O)[O-])cc1,-3.436
O=[N+]([O-])c1ccc2ccc3ccccc3c2c1,-3.436
CS(=N)(=O)CCC(N)C(=O)O,-3.436
O=C(O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,-3.436
CCN(CC)C(=O)Cc1ccccc1,-3.436
CCC(=O)NCc1ccccc1,-3.436
O=[N+]([O-])c1ccc2ccc3c4ccccc4nc4ccc1c2c43,-3.435
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1C=CO[C@H]1O2,-3.435
CC1=CC2CCCCC2c2ccccc21,-3.435
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccccc1,-3.435
NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-3.435
NNc1ccc([NH+]([O-])O)cc1[NH+]([O-])O,-3.435
CC(Br)C(Br)COP(=O)(OCC(Br)C(C)Br)OCC(Br)C(C)Br,-3.434
O=Nc1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,-3.434
CC(=O)OC1COC(Nc2ccc([N+](=O)[O-])cc2)C(OC(C)=O)C1OC(C)=O,-3.434
NCCCCCCCCCCC(=O)O,-3.434
O=C(O)CC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,-3.433
CC(=O)N(Cl)c1ccc2c(c1)Cc1ccccc1-2,-3.433
NP(=O)(O)N(CCCl)CCCl,-3.432
CN1CCN(c2ccc3[nH]c(CCCCCCc4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,-3.432
Cc1cccc(N)c1C,-3.432
O=[N+]([O-])c1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,-3.432
Nc1ccc2ncsc2c1,-3.431
O=[N+]([O-])c1ccc2c(c1)c([N+](=O)[O-])cc1c([N+](=O)[O-])cccc12,-3.431
[O-][NH+](O)c1ccccc1Nc1ccccc1,-3.431
CC[C@@H]([C@@H](C)O)[N+](=O)[O-],-3.43
c1scc2c1-c1cscc1C1NC21,-3.43
Cc1cnc2c(n1)c(C)cc1c2nc(N)n1C,-3.43
Clc1cc(Cl)c(Cl)cc1Cl,-3.43
Cc1nc2ccc(N(C)C)c(C)c2nc1C,-3.429
O=[N+]([O-])c1ccccc1CO,-3.429
Nc1cccc2c1-c1ccccc1C2,-3.429
COc1cc(OC)c2c(=O)c3c(O)ccc(OC)c3oc2c1,-3.428
CC(C)(C)c1cccc(C(C)(C)C)c1O,-3.428
C=CC1(C)CO1,-3.428
Clc1ccc(Cl)c(Cl)c1,-3.428
COc1ccc2cc([N+](=O)[O-])c3ccc(=O)oc3c2c1,-3.428
Cc1ccc2c(C)c3ccc4ccccc4c3nc2c1,-3.427
Cc1ccc2ccccc2c1,-3.426
CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,-3.425
N=C(Nc1ccccc1)Nc1ccccc1,-3.424
CCC(C)c1ccccc1O,-3.424
CC(=O)N(C)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,-3.424
Nc1ccc2c3c(cccc13)-c1ccccc1-2,-3.424
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,-3.424
Cc1cccc2c1-c1cc3ccccc3cc1C1OC21,-3.423
C1=C[C@H]2O[C@H]2c2cc3ccc4cccc5ccc(c21)c3c45,-3.423
Cc1cnc2ccc3c(nc(NS(=O)(=O)O)n3C)c2n1,-3.423
O=[N+]([O-])c1ccc2c(c1)CCc1cc3c(cc1-2)CCc1ccccc1-3,-3.422
NC(CSC(F)(F)C(Cl)Br)C(=O)O,-3.422
CCOC(N)=O,-3.422
Cc1c2ccccc2c([C@@H]2CO2)c2ccccc12,-3.421
Cc1c2ccccc2c(C2CO2)c2ccccc12,-3.421
O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)c([N+](=O)[O-])c1,-3.421
O=[N+]([O-])c1ccc2ccc3c4ccccc4[n+]([O-])c4ccc1c2c34,-3.421
CCNC(=O)CCC(N)C(=O)O,-3.42
O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl,-3.42
[O-][NH+](O)c1c(Cl)c(Cl)cc(Cl)c1Cl,-3.42
O=[N+]([O-])c1cccc(-c2ccc(O)c([N+](=O)[O-])c2)c1,-3.42
O=C(Cl)c1ccccc1F,-3.419
CN1CCc2cc3c(c4c2C1C(O)c1ccccc1-4)OCO3,-3.419
O=c1c(=O)c2c([N+](=O)[O-])ccc3ccc4cccc1c4c32,-3.419
CC[n+]1c2ccccc2nc2ccccc21,-3.419
Nc1ncnc2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c12,-3.418
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,-3.418
CCc1cc(N)cc(C)c1Cc1c(C)cc(N)cc1CC,-3.417
CC(=O)N(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(Oc2ccc(Cl)cc2)cc1,-3.417
Cn1c(N)nc2c3nc(-c4ccccc4)c(-c4ccccc4)nc3ccc21,-3.417
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,-3.417
NC(=O)N/N=C/c1ccc([NH+]([O-])O)o1,-3.417
CCOC(=O)Nc1cccc2c3c[nH]ccc-3nc12,-3.417
C[C@@H]1C=Cc2c1ccc1c2ccc2ccccc21,-3.416
CC1C=Cc2c1ccc1c2ccc2ccccc21,-3.416
N#CC(=N)C(N)C#N,-3.415
CC(C)CC(=O)Nc1snc2ccc(Cl)cc12,-3.415
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C,-3.415
Nc1c(C(=O)O)cc([N+](=O)[O-])c2c1C(=O)c1ccccc1C2=O,-3.415
c1ccc(Cc2ccccc2OCC2CO2)cc1,-3.414
O=C(Cl)c1ccccc1,-3.414
COc1ccccc1N=C(O)c1csc([N+](=O)[O-])c1,-3.412
COc1cc2ccnc3c2c(c1OC)-c1ccccc1C3=O,-3.412
CC(=O)N(C)c1snc2ccccc12,-3.411
O=C1c2c(ccc3ccccc23)-c2cccc3cccc1c23,-3.411
CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,-3.411
Oc1cc(Cl)cc(Cl)c1Cl,-3.411
Cc1cc2cccc3ccc4c5ccccc5cc1c4c32,-3.411
Cc1cc(C)c(N)c(C)c1N,-3.411
Cc1cnc2c(n1)c(C)c(C)c1c2nc(N)n1C,-3.41
Cn1c([N+](=O)[O-])cnc1-c1n[nH]c(=N)s1,-3.41
CCC(CO)[NH+]([O-])O,-3.41
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,-3.41
Nc1ccccc1,-3.41
CN(C(=O)CCl)c1snc2ccccc12,-3.41
C=C(C)C(=O)N[N+](C)(C)CC(C)O,-3.409
O=[N+]([O-])c1cc2[nH]c3ccc4c(O)cccc4c3c2c2ccccc12,-3.409
CCCC1(O)CCC2C3CCC4CC(=O)CC(C)C4(C)C3CCC21C,-3.409
Oc1c(Br)cc(Br)cc1Br,-3.408
Cc1ccc(NCCCl)cc1,-3.408
Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,-3.407
CCOS(=O)(=O)c1ccc(C)cc1,-3.407
CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,-3.407
CC(=O)c1cccc([N+](=O)[O-])c1,-3.407
CC(=O)c1cccc([NH+]([O-])O)c1,-3.407
Nc1ccc(Cl)c(Cl)c1Cl,-3.407
Nc1cccc2c1ccc1ccccc12,-3.407
CCCCCCCCCCCCCN1CC(C)OC(C)C1,-3.407
Nc1ccc(-c2ccc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-3.406
OCc1ccccc1,-3.406
NC(=O)CCCCC(N)=O,-3.405
COc1ccc(CC2CO2)cc1,-3.405
CNC(=O)Oc1ccccc1OC(C)C,-3.405
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,-3.404
[O-][NH+](O)c1cc(C(F)(F)F)cc([NH+]([O-])O)c1Cl,-3.404
CCC(Br)(CC)C(=O)NC(N)=O,-3.404
CC(=O)Nc1cccc(N)c1C(=O)O,-3.404
O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,-3.403
[O-][NH+](O)c1cc(C(F)(F)F)ccc1Cl,-3.403
O=C(O)c1cc(/N=N/c2ccc([NH+]([O-])O)cc2)ccc1O,-3.403
O=[N+]([O-])c1cc2cccc([N+](=O)[O-])c2c2ccccc12,-3.403
CN(N=O)C(=O)Oc1cccc2ccccc12,-3.402
CCC[C@](C)(COC(N)=O)COC(=O)NC(C)C,-3.402
O=C1C=Cc2cccc3cccc1c23,-3.401
C=CCc1ccc2c(c1)OCO2,-3.401
C=CC1CN2CCC1CC2C(OC(=O)OCC)c1ccnc2ccc(OC)cc12,-3.401
COc1ccc(/C=C/C(=O)c2ccccc2)cc1,-3.401
CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1,-3.401
O=NN(CCCl)C(=O)NCCO,-3.401
c1ccc2cc3c(cc2c1)c1c(c2ccccc23)O1,-3.4
C=C(C)C(=O)OC[C@H](Br)CBr,-3.399
C=C(C)C(=O)OCC(Br)CBr,-3.399
Nc1ccc(NC(=O)c2ccc(C(=O)O)cc2)cc1,-3.399
c1ccc2cc3c(ccc4c5ccccc5ccc34)cc2c1,-3.399
CC(C)(C)OC(=O)O/N=C(\C#N)c1ccccc1,-3.399
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@@H](C=C[C@@H]3Cl)[C@@]1(Cl)C2(Cl)Cl,-3.399
NC(=O)NO,-3.399
Oc1ccc2c(c1)-c1cc3ccccc3c3cc4ccccc4c-2c13,-3.399
COc1cccc2c1C(=O)c1ccccc1C2=O,-3.398
Cc1cc(NOS(=O)(=O)O)ccc1N,-3.398
Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,-3.398
O=Cc1ccccc1[N+](=O)[O-],-3.397
O=Cc1ccccc1[NH+]([O-])O,-3.397
